TIME,DATE,@ActExtTorque6,@ActConsumpPower
23:14:35,20200821,19.9,19.7
23:14:45,20200821,20.07,19.1
23:15:00,20200821,20.07,18.0
23:15:10,20200821,19.74,16.9
23:15:26,20200821,19.86,16.2
23:15:36,20200821,19.74,15.3
23:15:46,20200821,19.9,14.7
23:16:01,20200821,19.99,14.2
23:16:12,20200821,20.03,14.1
23:16:27,20200821,19.78,13.8
23:16:37,20200821,19.9,14.0
23:16:47,20200821,20.03,14.4
23:17:02,20200821,19.94,14.8
23:17:12,20200821,19.74,15.8
23:17:27,20200821,19.53,17.2
23:17:37,20200821,19.86,18.4
23:17:48,20200821,20.07,19.7
23:18:03,20200821,19.69,21.0
23:18:13,20200821,19.94,22.4
23:18:23,20200821,20.41,22.4
23:18:39,20200821,20.45,22.8
23:18:49,20200821,20.11,23.2
23:19:04,20200821,20.45,22.6
23:19:14,20200821,20.15,21.3
23:19:25,20200821,19.86,20.2
23:19:40,20200821,20.15,18.7
23:19:50,20200821,20.15,17.3
23:20:00,20200821,20.15,16.1
23:20:15,20200821,20.15,15.1
23:20:26,20200821,20.11,14.7
23:20:36,20200821,20.11,14.4
23:20:51,20200821,19.99,14.3
23:21:01,20200821,19.99,14.2
23:21:17,20200821,20.07,14.1
23:21:27,20200821,19.99,14.0
23:21:42,20200821,19.9,14.2
23:21:52,20200821,20.07,14.7
23:22:03,20200821,20.11,15.4
23:22:18,20200821,19.69,15.9
23:22:28,20200821,19.53,16.8
23:22:38,20200821,19.99,17.2
23:22:54,20200821,19.94,18.2
23:23:04,20200821,19.9,18.8
23:23:14,20200821,19.86,19.0
23:23:29,20200821,20.24,19.3
23:23:39,20200821,20.24,20.1
23:23:50,20200821,20.15,20.1
23:24:05,20200821,20.45,19.8
23:24:15,20200821,20.28,19.9
23:24:30,20200821,20.03,20.0
23:24:41,20200821,20.11,19.7
23:24:51,20200821,20.2,19.2
23:25:06,20200821,19.94,19.1
23:25:16,20200821,19.99,18.4
23:25:32,20200821,20.28,17.9
23:25:42,20200821,20.11,17.8
23:25:52,20200821,19.9,17.1
23:26:07,20200821,20.07,17.0
23:26:18,20200821,20.11,17.3
23:26:28,20200821,20.03,17.4
23:26:43,20200821,19.99,17.3
23:26:53,20200821,20.2,17.8
23:27:09,20200821,20.2,17.9
23:27:19,20200821,20.07,17.6
23:27:29,20200821,19.57,18.0
23:27:44,20200821,19.82,18.6
23:27:54,20200821,19.78,19.1
23:28:04,20200821,19.61,19.9
23:28:20,20200821,19.61,20.6
23:28:30,20200821,19.74,20.5
23:28:40,20200821,19.78,20.8
23:28:55,20200821,19.57,21.6
23:29:05,20200821,19.94,21.2
23:29:21,20200821,20.03,20.7
23:29:31,20200821,19.86,20.4
23:29:41,20200821,19.65,19.0
23:29:56,20200821,19.78,17.8
23:30:06,20200821,19.9,16.9
23:30:21,20200821,19.94,16.3
23:30:31,20200821,20.15,15.1
23:30:46,20200821,19.9,14.9
23:30:57,20200821,19.86,14.6
23:31:07,20200821,19.9,14.6
23:31:22,20200821,19.99,14.8
23:31:32,20200821,19.94,14.6
23:31:43,20200821,19.61,14.8
23:31:58,20200821,19.44,15.3
23:32:08,20200821,19.53,16.0
23:32:18,20200821,19.57,16.5
23:32:33,20200821,19.86,16.9
23:32:44,20200821,19.9,17.8
23:32:54,20200821,20.15,18.1
23:33:09,20200821,20.07,18.4
23:33:19,20200821,19.9,19.1
23:33:34,20200821,20.15,19.1
23:33:45,20200821,19.94,19.6
23:34:00,20200821,19.99,20.5
23:34:10,20200821,20.11,21.0
23:34:20,20200821,20.32,21.2
23:34:30,20200821,19.94,22.0
23:34:46,20200821,20.07,22.5
23:34:56,20200821,19.94,22.4
23:35:11,20200821,19.74,21.8
23:35:21,20200821,19.61,21.2
23:35:32,20200821,20.07,20.3
23:35:47,20200821,20.2,19.9
23:35:57,20200821,20.32,18.6
23:36:12,20200821,20.36,18.0
23:36:23,20200821,20.32,17.2
23:36:33,20200821,20.03,16.2
23:36:48,20200821,19.99,15.4
23:36:58,20200821,19.99,15.1
23:37:08,20200821,19.99,14.9
23:37:24,20200821,20.03,14.5
23:37:34,20200821,19.82,14.5
23:37:49,20200821,19.82,14.3
23:37:59,20200821,19.61,14.8
23:38:09,20200821,19.65,15.3
23:38:25,20200821,19.65,15.7
23:38:35,20200821,19.74,15.9
23:38:50,20200821,19.57,16.4
23:39:00,20200821,19.78,17.5
23:39:10,20200821,19.9,17.6
23:39:26,20200821,20.24,18.1
23:39:36,20200821,19.57,18.9
23:39:51,20200821,19.57,19.8
23:40:01,20200821,19.65,21.1
23:40:12,20200821,19.86,22.3
23:40:22,20200821,20.2,22.7
23:40:37,20200821,20.07,22.4
23:40:47,20200821,20.11,22.2
23:40:57,20200821,19.78,21.8
23:41:13,20200821,19.65,21.2
23:41:23,20200821,19.74,20.4
23:41:38,20200821,19.78,20.7
23:41:48,20200821,19.94,20.4
23:41:58,20200821,19.9,18.8
23:42:14,20200821,19.74,18.6
23:42:24,20200821,19.9,18.0
23:42:39,20200821,19.82,16.6
23:42:49,20200821,19.86,15.4
23:43:00,20200821,19.69,15.1
23:43:15,20200821,19.69,14.5
23:43:25,20200821,19.53,14.1
23:43:40,20200821,19.69,13.8
23:43:51,20200821,19.48,14.0
23:44:01,20200821,20.57,13.7
23:44:16,20200821,20.07,14.1
23:44:26,20200821,20.03,14.5
23:44:36,20200821,19.86,15.2
23:44:52,20200821,19.65,16.2
23:45:02,20200821,20.15,16.9
23:45:12,20200821,20.03,17.7
23:45:27,20200821,20.24,18.7
23:45:37,20200821,20.24,18.9
23:45:53,20200821,20.07,19.0
23:46:03,20200821,19.86,19.5
23:46:13,20200821,19.82,19.8
23:46:28,20200821,19.99,19.6
23:46:38,20200821,20.07,19.9
23:46:54,20200821,20.24,20.0
23:47:04,20200821,20.41,19.5
23:47:14,20200821,20.24,19.8
23:47:29,20200821,20.24,20.0
23:47:39,20200821,20.28,19.7
23:47:55,20200821,19.99,19.5
23:48:05,20200821,20.11,20.0
23:48:15,20200821,20.53,19.6
23:48:30,20200821,20.7,19.0
23:48:41,20200821,20.15,19.1
23:48:51,20200821,20.07,18.9
23:49:06,20200821,20.07,19.1
23:49:16,20200821,19.69,19.4
23:49:26,20200821,19.48,19.3
23:49:41,20200821,19.57,19.5
23:49:52,20200821,19.65,19.9
23:50:07,20200821,20.15,18.9
23:50:17,20200821,20.2,18.3
23:50:27,20200821,19.78,18.0
23:50:43,20200821,19.74,17.4
23:50:53,20200821,20.11,16.8
23:51:03,20200821,20.24,16.4
23:51:18,20200821,19.94,15.4
23:51:28,20200821,20.32,14.8
23:51:44,20200821,20.11,14.9
23:51:54,20200821,19.65,14.9
23:52:04,20200821,19.9,15.1
23:52:19,20200821,20.11,15.2
23:52:29,20200821,19.69,15.7
23:52:45,20200821,19.23,15.6
23:52:55,20200821,19.9,16.2
23:53:05,20200821,19.74,17.0
23:53:20,20200821,20.11,17.5
23:53:30,20200821,20.11,17.8
23:53:46,20200821,20.15,18.5
23:53:56,20200821,19.99,19.0
23:54:06,20200821,20.03,18.7
23:54:21,20200821,20.03,18.9
23:54:32,20200821,19.99,19.4
23:54:42,20200821,20.11,19.1
23:54:57,20200821,20.03,18.9
23:55:07,20200821,19.9,18.8
23:55:17,20200821,20.15,18.9
23:55:32,20200821,20.07,18.7
23:55:42,20200821,20.03,19.1
23:55:58,20200821,20.15,19.2
23:56:08,20200821,19.99,19.7
23:56:18,20200821,19.94,20.4
23:56:33,20200821,20.03,20.6
23:56:43,20200821,20.03,20.7
23:56:59,20200821,19.86,21.0
23:57:09,20200821,19.65,20.4
23:57:19,20200821,19.82,20.3
23:57:34,20200821,20.11,20.1
23:57:44,20200821,19.9,20.0
23:57:54,20200821,19.86,19.2
23:58:10,20200821,20.07,19.1
23:58:20,20200821,20.07,18.0
23:58:35,20200821,19.9,16.8
23:58:45,20200821,19.65,16.1
23:58:56,20200821,19.48,15.3
23:59:11,20200821,19.65,14.8
23:59:21,20200821,19.74,14.3
23:59:31,20200821,19.53,14.6
23:59:46,20200821,19.44,14.4
23:59:57,20200821,19.57,14.6
00:00:12,20200822,19.61,15.0
00:00:22,20200822,19.48,15.1
00:00:32,20200822,19.32,15.7
00:00:47,20200822,19.44,16.3
00:00:58,20200822,19.4,16.5
00:01:13,20200822,19.32,17.2
00:01:23,20200822,19.48,17.7
00:01:33,20200822,19.65,18.7
00:01:48,20200822,19.32,19.2
00:01:58,20200822,19.61,20.3
00:02:14,20200822,19.53,20.8
00:02:24,20200822,19.48,20.8
00:02:34,20200822,19.86,21.1
00:02:49,20200822,19.57,21.0
00:03:00,20200822,19.48,21.1
00:03:10,20200822,19.44,21.6
00:03:25,20200822,19.44,21.9
00:03:35,20200822,19.57,21.5
00:03:45,20200822,19.61,20.7
00:04:01,20200822,19.53,20.7
00:04:11,20200822,19.32,19.4
00:04:21,20200822,19.23,18.0
00:04:36,20200822,19.19,17.0
00:04:47,20200822,19.15,16.0
00:05:02,20200822,19.32,15.4
00:05:12,20200822,19.65,14.8
00:05:22,20200822,19.44,14.5
00:05:37,20200822,19.4,14.0
00:05:48,20200822,19.19,13.8
00:06:03,20200822,19.4,14.0
00:06:13,20200822,19.4,14.1
00:06:23,20200822,19.19,14.4
00:06:39,20200822,19.02,15.2
00:06:49,20200822,19.11,16.1
00:07:04,20200822,19.06,17.6
00:07:14,20200822,19.06,19.5
00:07:24,20200822,19.11,20.5
00:07:40,20200822,19.06,21.4
00:07:50,20200822,19.11,22.5
00:08:05,20200822,19.15,22.7
00:08:15,20200822,18.94,22.8
00:08:25,20200822,18.77,23.3
00:08:36,20200822,19.02,22.9
00:08:51,20200822,19.57,21.5
00:09:01,20200822,19.23,20.8
00:09:16,20200822,19.4,20.1
00:09:26,20200822,19.36,18.6
00:09:36,20200822,19.4,17.6
00:09:52,20200822,19.44,16.2
00:10:02,20200822,19.65,15.5
00:10:12,20200822,19.44,14.8
00:10:27,20200822,19.48,14.4
00:10:37,20200822,19.53,14.0
00:10:53,20200822,19.48,13.6
00:11:03,20200822,19.32,13.7
00:11:13,20200822,19.15,13.7
00:11:28,20200822,19.4,14.1
00:11:38,20200822,19.78,15.5
00:11:53,20200822,19.74,16.1
00:12:04,20200822,19.36,17.1
00:12:14,20200822,19.69,18.3
00:12:29,20200822,19.78,19.9
00:12:39,20200822,20.15,20.6
00:12:54,20200822,19.94,21.6
00:13:05,20200822,19.86,22.4
00:13:15,20200822,19.78,22.4
00:13:30,20200822,19.74,22.4
00:13:40,20200822,19.19,22.6
00:13:56,20200822,20.2,22.0
00:14:06,20200822,20.45,20.6
00:14:16,20200822,20.15,19.7
00:14:31,20200822,20.45,18.7
00:14:41,20200822,20.53,17.0
00:14:52,20200822,20.49,16.0
00:15:07,20200822,20.28,15.5
00:15:17,20200822,20.03,15.0
00:15:27,20200822,19.78,14.5
00:15:43,20200822,19.99,14.4
00:15:53,20200822,19.78,14.1
00:16:08,20200822,20.11,14.1
00:16:18,20200822,20.41,14.1
00:16:28,20200822,20.36,14.4
00:16:44,20200822,20.45,15.1
00:16:54,20200822,20.41,15.6
00:17:04,20200822,20.24,16.3
00:17:19,20200822,20.28,16.6
00:17:30,20200822,20.32,17.6
00:17:40,20200822,20.28,18.5
00:17:55,20200822,20.03,18.8
00:18:05,20200822,20.28,19.7
00:18:21,20200822,20.28,20.3
00:18:31,20200822,20.36,20.4
00:18:41,20200822,20.32,21.3
00:18:56,20200822,20.15,21.9
00:19:06,20200822,20.2,22.3
00:19:22,20200822,20.15,23.2
00:19:32,20200822,20.32,22.8
00:19:42,20200822,20.41,22.4
00:19:57,20200822,20.62,22.1
00:20:08,20200822,20.62,21.9
00:20:18,20200822,20.49,21.1
00:20:33,20200822,20.11,20.8
00:20:43,20200822,19.94,20.4
00:20:53,20200822,20.07,18.9
00:21:08,20200822,19.9,18.3
00:21:19,20200822,19.74,17.5
00:21:34,20200822,19.94,16.0
00:21:44,20200822,20.24,15.1
00:21:54,20200822,20.15,14.7
00:22:10,20200822,20.24,14.4
00:22:20,20200822,20.07,13.8
00:22:35,20200822,20.07,13.7
00:22:45,20200822,19.65,13.7
00:22:55,20200822,19.86,13.5
00:23:11,20200822,20.07,13.8
00:23:21,20200822,19.9,14.0
00:23:31,20200822,19.9,14.8
00:23:46,20200822,20.15,15.4
00:23:57,20200822,19.99,16.3
00:24:12,20200822,19.86,16.7
00:24:22,20200822,19.74,17.8
00:24:32,20200822,19.94,18.4
00:24:48,20200822,19.9,18.7
00:24:58,20200822,19.86,19.6
00:25:08,20200822,20.2,20.0
00:25:24,20200822,20.32,20.1
00:25:34,20200822,20.11,20.2
00:25:44,20200822,20.2,20.2
00:25:59,20200822,20.24,19.9
00:26:10,20200822,20.28,19.5
00:26:20,20200822,20.2,19.2
00:26:35,20200822,20.03,18.8
00:26:45,20200822,19.86,18.5
00:27:01,20200822,20.07,18.7
00:27:11,20200822,20.49,18.6
00:27:21,20200822,20.41,18.3
00:27:36,20200822,20.32,18.4
00:27:47,20200822,20.07,19.1
00:28:02,20200822,20.82,19.3
00:28:12,20200822,20.95,19.8
00:28:23,20200822,20.57,20.3
00:28:38,20200822,20.24,20.2
00:28:48,20200822,19.99,20.4
00:28:58,20200822,20.15,20.0
00:29:14,20200822,19.86,18.8
00:29:24,20200822,19.78,18.1
00:29:34,20200822,19.99,17.8
00:29:49,20200822,19.94,17.0
00:29:59,20200822,20.11,16.7
00:30:15,20200822,20.32,16.0
00:30:25,20200822,20.03,15.5
00:30:35,20200822,19.74,15.0
00:30:50,20200822,19.99,15.5
00:31:00,20200822,19.94,15.0
00:31:15,20200822,20.2,15.3
00:31:26,20200822,19.99,15.9
00:31:36,20200822,20.28,16.0
00:31:51,20200822,20.11,16.8
00:32:01,20200822,20.07,17.8
00:32:11,20200822,20.32,18.4
00:32:27,20200822,20.45,19.2
00:32:37,20200822,20.28,20.1
00:32:47,20200822,20.24,20.4
00:33:02,20200822,20.11,20.6
00:33:13,20200822,19.82,21.7
00:33:23,20200822,19.99,22.0
00:33:38,20200822,19.61,22.4
00:33:48,20200822,19.53,22.3
00:34:04,20200822,19.57,22.2
00:34:14,20200822,19.82,21.1
00:34:29,20200822,19.99,20.6
00:34:40,20200822,19.9,20.2
00:34:50,20200822,19.65,19.4
00:35:05,20200822,19.65,19.3
00:35:15,20200822,19.65,17.8
00:35:26,20200822,19.78,16.7
00:35:41,20200822,19.9,16.0
00:35:51,20200822,19.69,15.3
00:36:01,20200822,19.65,14.6
00:36:16,20200822,19.48,14.0
00:36:26,20200822,19.48,13.9
00:36:42,20200822,19.61,13.8
00:36:52,20200822,20.03,14.1
00:37:02,20200822,19.94,14.8
00:37:17,20200822,19.57,15.7
00:37:27,20200822,19.9,17.3
00:37:42,20200822,19.86,18.5
00:37:53,20200822,19.69,19.6
00:38:03,20200822,20.15,20.6
00:38:18,20200822,19.9,21.3
00:38:28,20200822,19.65,21.1
00:38:39,20200822,20.28,21.5
00:38:54,20200822,20.15,21.8
00:39:04,20200822,20.49,21.2
00:39:14,20200822,20.49,20.8
00:39:30,20200822,20.36,20.3
00:39:40,20200822,20.36,19.9
00:39:55,20200822,20.2,18.8
00:40:05,20200822,20.11,17.7
00:40:20,20200822,19.94,17.1
00:40:31,20200822,19.48,16.1
00:40:41,20200822,19.9,15.6
00:40:56,20200822,19.94,15.4
00:41:06,20200822,20.07,15.0
00:41:16,20200822,19.94,14.9
00:41:32,20200822,19.74,14.7
00:41:42,20200822,19.44,14.7
00:41:57,20200822,20.41,15.2
00:42:07,20200822,20.24,15.4
00:42:17,20200822,20.07,15.8
00:42:32,20200822,19.94,16.0
00:42:43,20200822,19.99,16.2
00:42:53,20200822,19.99,16.9
00:43:08,20200822,19.99,17.6
00:43:18,20200822,20.11,17.8
00:43:28,20200822,19.9,17.9
00:43:44,20200822,20.28,18.6
00:43:54,20200822,20.41,19.0
00:44:09,20200822,20.41,19.2
00:44:19,20200822,19.82,19.5
00:44:30,20200822,19.94,19.9
00:44:45,20200822,20.28,20.0
00:44:55,20200822,20.24,19.8
00:45:11,20200822,20.32,19.8
00:45:21,20200822,20.49,19.8
00:45:31,20200822,20.45,19.1
00:45:41,20200822,20.32,18.7
00:45:57,20200822,20.03,18.4
00:46:07,20200822,19.9,17.6
00:46:22,20200822,19.74,17.0
00:46:32,20200822,20.2,16.5
00:46:42,20200822,20.36,16.6
00:46:58,20200822,20.32,16.3
00:47:08,20200822,20.32,16.2
00:47:23,20200822,19.9,16.7
00:47:33,20200822,20.2,16.7
00:47:44,20200822,20.2,16.5
00:47:59,20200822,19.78,17.0
00:48:09,20200822,19.74,17.7
00:48:19,20200822,20.15,17.6
00:48:34,20200822,20.07,17.9
00:48:45,20200822,19.86,18.1
00:48:55,20200822,19.61,18.2
00:49:10,20200822,20.2,18.3
00:49:20,20200822,20.41,18.9
00:49:35,20200822,20.03,18.7
00:49:45,20200822,20.03,18.8
00:49:56,20200822,20.03,19.0
00:50:11,20200822,20.2,19.0
00:50:21,20200822,20.28,18.7
00:50:36,20200822,20.03,19.1
00:50:47,20200822,19.9,19.9
00:50:57,20200822,19.78,20.8
00:51:12,20200822,20.28,21.7
00:51:22,20200822,20.2,21.4
00:51:37,20200822,20.11,22.0
00:51:47,20200822,19.99,21.9
00:51:57,20200822,19.94,20.9
00:52:13,20200822,19.99,20.3
00:52:23,20200822,19.78,19.8
00:52:33,20200822,19.69,18.7
00:52:48,20200822,19.78,17.6
00:52:58,20200822,19.94,16.5
00:53:14,20200822,19.69,15.4
00:53:24,20200822,19.99,14.7
00:53:34,20200822,20.07,14.3
00:53:49,20200822,20.07,14.0
00:53:59,20200822,19.86,13.8
00:54:15,20200822,19.94,14.1
00:54:25,20200822,19.61,14.6
00:54:35,20200822,19.57,15.8
00:54:50,20200822,20.11,16.9
00:55:00,20200822,20.32,17.7
00:55:11,20200822,20.07,18.5
00:55:26,20200822,19.82,20.0
00:55:36,20200822,20.15,20.7
00:55:46,20200822,20.2,21.5
00:56:02,20200822,20.28,22.6
00:56:12,20200822,20.11,22.5
00:56:27,20200822,19.99,22.7
00:56:37,20200822,19.61,22.7
00:56:47,20200822,20.62,21.7
00:57:03,20200822,20.53,21.1
00:57:13,20200822,20.36,20.1
00:57:28,20200822,20.28,18.6
00:57:38,20200822,20.15,17.9
00:57:48,20200822,20.2,16.8
00:58:04,20200822,19.74,15.6
00:58:14,20200822,20.28,15.0
00:58:24,20200822,20.32,14.8
00:58:39,20200822,20.07,14.4
00:58:49,20200822,19.9,14.2
00:59:00,20200822,20.2,14.0
00:59:15,20200822,20.24,14.0
00:59:25,20200822,20.28,14.2
00:59:40,20200822,20.07,14.9
00:59:50,20200822,20.03,15.5
01:00:00,20200822,20.07,16.5
01:00:15,20200822,19.94,17.7
01:00:26,20200822,19.82,18.7
01:00:41,20200822,19.78,18.9
01:00:51,20200822,20.15,19.1
01:01:06,20200822,20.2,19.2
01:01:16,20200822,19.99,19.1
01:01:27,20200822,19.74,19.1
01:01:42,20200822,19.94,18.9
01:01:52,20200822,20.41,19.2
01:02:02,20200822,20.32,18.3
01:02:13,20200822,20.15,18.0
01:02:28,20200822,19.94,18.1
01:02:38,20200822,20.15,17.7
01:02:53,20200822,20.2,17.4
01:03:04,20200822,19.82,17.5
01:03:19,20200822,19.32,17.4
01:03:29,20200822,19.78,17.7
01:03:39,20200822,19.78,18.4
01:03:55,20200822,20.07,18.3
01:04:05,20200822,19.69,20.0
01:04:15,20200822,20.11,20.5
01:04:30,20200822,20.24,20.9
01:04:41,20200822,19.99,20.9
01:04:51,20200822,20.03,20.2
01:05:06,20200822,19.94,19.2
01:05:16,20200822,19.78,18.5
01:05:31,20200822,19.94,17.4
01:05:42,20200822,19.86,16.5
01:05:52,20200822,19.78,16.2
01:06:07,20200822,20.03,15.8
01:06:17,20200822,20.03,15.6
01:06:32,20200822,19.61,16.0
01:06:43,20200822,19.48,16.9
01:06:53,20200822,19.78,18.0
01:07:08,20200822,19.82,19.0
01:07:18,20200822,19.74,19.6
01:07:28,20200822,19.65,19.7
01:07:44,20200822,19.78,19.1
01:07:54,20200822,19.99,18.9
01:08:09,20200822,19.9,18.5
01:08:19,20200822,19.74,17.8
01:08:30,20200822,20.03,17.5
01:08:40,20200822,20.03,17.5
01:08:55,20200822,19.94,16.8
01:09:05,20200822,20.15,16.9
01:09:20,20200822,19.82,17.2
01:09:31,20200822,19.86,18.1
01:09:46,20200822,20.15,19.2
01:09:56,20200822,20.11,19.8
01:10:06,20200822,19.9,20.2
01:10:22,20200822,19.99,20.9
01:10:32,20200822,19.99,21.4
01:10:42,20200822,19.94,20.7
01:10:57,20200822,20.2,20.7
01:11:08,20200822,19.9,20.5
01:11:23,20200822,19.53,19.8
01:11:33,20200822,19.57,19.3
01:11:43,20200822,19.61,19.4
01:11:58,20200822,19.9,19.2
01:12:09,20200822,19.94,17.9
01:12:19,20200822,19.9,17.9
01:12:34,20200822,19.86,18.1
01:12:44,20200822,19.48,17.2
01:12:54,20200822,19.65,16.7
01:13:09,20200822,19.61,17.6
01:13:20,20200822,19.69,17.1
01:13:35,20200822,19.48,16.2
01:13:45,20200822,19.61,16.7
01:13:55,20200822,19.57,16.5
01:14:11,20200822,19.9,16.0
01:14:21,20200822,20.03,16.4
01:14:31,20200822,19.86,16.9
01:14:46,20200822,19.82,17.2
01:14:57,20200822,19.86,16.8
01:15:12,20200822,19.78,17.3
01:15:22,20200822,20.36,18.0
01:15:32,20200822,20.32,17.6
01:15:47,20200822,19.9,17.7
01:15:57,20200822,19.82,18.1
01:16:12,20200822,19.94,18.0
01:16:23,20200822,19.94,17.9
01:16:33,20200822,19.99,17.9
01:16:48,20200822,19.82,18.4
01:16:58,20200822,19.9,18.8
01:17:08,20200822,19.99,18.3
01:17:24,20200822,19.61,19.0
01:17:34,20200822,19.82,20.0
01:17:44,20200822,19.69,19.8
01:17:59,20200822,19.9,20.1
01:18:09,20200822,19.61,20.2
01:18:25,20200822,19.65,20.2
01:18:35,20200822,19.53,19.8
01:18:50,20200822,19.44,19.1
01:19:00,20200822,19.69,19.1
01:19:11,20200822,19.57,19.0
01:19:26,20200822,19.57,18.5
01:19:36,20200822,19.61,17.4
01:19:46,20200822,19.57,17.6
01:20:01,20200822,19.99,17.4
01:20:12,20200822,19.86,16.8
01:20:27,20200822,19.65,16.4
01:20:37,20200822,19.32,17.1
01:20:47,20200822,19.23,17.0
01:21:03,20200822,19.74,16.6
01:21:13,20200822,20.11,16.8
01:21:28,20200822,19.9,17.2
01:21:38,20200822,19.57,17.8
01:21:48,20200822,19.57,17.6
01:22:04,20200822,19.82,17.3
01:22:14,20200822,19.69,17.2
01:22:24,20200822,19.65,17.0
01:22:39,20200822,19.74,16.7
01:22:49,20200822,19.65,16.8
01:23:00,20200822,19.74,17.0
01:23:15,20200822,19.69,17.5
01:23:25,20200822,19.82,17.4
01:23:40,20200822,19.57,17.4
01:23:50,20200822,19.86,17.8
01:24:01,20200822,19.78,18.3
01:24:16,20200822,19.65,18.4
01:24:26,20200822,19.74,18.3
01:24:36,20200822,19.78,18.7
01:24:52,20200822,19.57,18.9
01:25:02,20200822,19.44,19.4
01:25:17,20200822,19.44,19.6
01:25:27,20200822,19.48,19.8
01:25:38,20200822,19.65,18.8
01:25:48,20200822,19.69,18.8
01:26:03,20200822,19.57,17.8
01:26:13,20200822,19.65,18.2
01:26:29,20200822,19.65,18.0
01:26:39,20200822,19.57,17.9
01:26:54,20200822,19.53,17.7
01:27:04,20200822,19.86,16.7
01:27:15,20200822,19.99,16.1
01:27:30,20200822,19.86,16.1
01:27:40,20200822,19.78,15.8
01:27:50,20200822,19.86,15.4
01:28:06,20200822,19.94,15.2
01:28:16,20200822,19.74,15.4
01:28:26,20200822,19.57,15.2
01:28:41,20200822,19.82,15.5
01:28:51,20200822,20.03,16.1
01:29:07,20200822,19.86,16.3
01:29:17,20200822,19.57,16.7
01:29:27,20200822,19.82,17.4
01:29:42,20200822,19.69,17.9
01:29:53,20200822,19.69,18.7
01:30:03,20200822,19.99,19.1
01:30:18,20200822,19.82,19.5
01:30:28,20200822,19.99,20.0
01:30:44,20200822,20.28,20.8
01:30:54,20200822,20.11,21.3
01:31:04,20200822,20.03,22.4
01:31:19,20200822,19.74,23.0
01:31:30,20200822,19.94,22.3
01:31:40,20200822,20.07,22.3
01:31:55,20200822,20.2,21.2
01:32:05,20200822,20.11,20.6
01:32:21,20200822,20.07,19.5
01:32:31,20200822,20.03,18.1
01:32:41,20200822,20.03,17.1
01:32:56,20200822,19.94,16.3
01:33:06,20200822,19.86,15.5
01:33:22,20200822,19.94,14.8
01:33:32,20200822,19.74,14.3
01:33:42,20200822,19.74,14.4
01:33:58,20200822,19.78,14.2
01:34:08,20200822,19.53,14.2
01:34:18,20200822,19.23,14.8
01:34:33,20200822,19.57,15.6
01:34:43,20200822,19.65,17.2
01:34:54,20200822,20.24,18.2
01:35:09,20200822,20.2,20.2
01:35:19,20200822,19.86,21.1
01:35:29,20200822,19.86,21.6
01:35:45,20200822,20.24,22.6
01:35:55,20200822,20.45,22.8
01:36:10,20200822,20.24,22.3
01:36:20,20200822,20.11,22.7
01:36:31,20200822,20.49,22.5
01:36:46,20200822,20.49,21.1
01:36:56,20200822,20.11,20.3
01:37:11,20200822,20.66,19.3
01:37:21,20200822,20.53,17.8
01:37:32,20200822,20.15,16.2
01:37:47,20200822,20.03,15.1
01:37:57,20200822,20.28,14.7
01:38:07,20200822,20.03,14.3
01:38:23,20200822,20.2,14.0
01:38:33,20200822,19.94,13.9
01:38:43,20200822,19.86,13.6
01:38:58,20200822,19.99,13.7
01:39:08,20200822,19.78,13.9
01:39:23,20200822,19.82,14.2
01:39:33,20200822,19.74,14.7
01:39:44,20200822,19.74,15.3
01:39:59,20200822,19.9,16.0
01:40:09,20200822,19.82,16.4
01:40:24,20200822,19.78,17.5
01:40:35,20200822,19.78,18.1
01:40:50,20200822,19.99,18.8
01:41:00,20200822,20.11,19.3
01:41:10,20200822,20.11,19.9
01:41:25,20200822,20.11,20.1
01:41:36,20200822,20.03,20.5
01:41:46,20200822,20.03,20.7
01:42:01,20200822,20.07,20.6
01:42:11,20200822,20.24,20.2
01:42:22,20200822,20.49,19.9
01:42:37,20200822,20.24,20.1
01:42:47,20200822,19.94,20.1
01:42:57,20200822,19.86,21.1
01:43:12,20200822,20.28,21.4
01:43:23,20200822,20.28,21.4
01:43:38,20200822,20.2,21.6
01:43:48,20200822,19.94,21.1
01:43:58,20200822,19.86,20.2
01:44:14,20200822,19.74,19.8
01:44:24,20200822,19.9,19.2
01:44:34,20200822,19.86,18.0
01:44:49,20200822,20.2,17.5
01:44:59,20200822,19.94,16.3
01:45:15,20200822,20.11,15.7
01:45:25,20200822,20.28,14.9
01:45:35,20200822,19.94,14.4
01:45:50,20200822,19.78,14.1
01:46:01,20200822,19.74,14.5
01:46:16,20200822,19.82,15.1
01:46:26,20200822,20.03,16.1
01:46:36,20200822,19.74,17.7
01:46:52,20200822,19.82,19.0
01:47:02,20200822,20.07,20.0
01:47:12,20200822,19.78,20.8
01:47:22,20200822,19.57,21.3
01:47:37,20200822,19.9,21.1
01:47:48,20200822,19.9,21.4
01:48:03,20200822,19.99,21.6
01:48:13,20200822,19.94,20.7
01:48:28,20200822,19.9,19.5
01:48:39,20200822,19.86,18.7
01:48:49,20200822,19.9,17.4
01:49:04,20200822,20.03,16.1
01:49:14,20200822,19.78,15.3
01:49:30,20200822,19.48,14.7
01:49:40,20200822,19.78,14.4
01:49:50,20200822,19.94,14.0
01:50:05,20200822,19.78,14.2
01:50:16,20200822,19.57,14.1
01:50:26,20200822,19.69,14.3
01:50:41,20200822,19.61,14.9
01:50:51,20200822,19.82,15.0
