TIME,DATE,ActStsMach,ActTimCyc,ActTimFill[1],ActTimPlst[1],ActStrCsh[1],ActStrPlst[1],ActPrsMachSpecMax,ActCntCyc,@ActCntCycGood,ActCntCycRej,"ActTmpBrlZn[1,1]","ActTmpBrlZn[1,3]","ActTmpBrlZn[1,4]","ActTmpBrlZn[1,5]","ActTmpBrlZn[1,8]",@Set_SB_Nozzle1Temperature,@Set_SB_Barrel1Temperature,@Set_SB_Barrel2Temperature,@Set_SB_Barrel3Temperature,@Set_SB_FeedThroatTemperature,@Set_SB_UpperLimitOfNozzle1Temperature,@Set_SB_UpperLimitOfBarrel1Temperature,@Set_SB_UpperLimitOfBarrel2Temperature,@Set_SB_UpperLimitOfBarrel3Temperature,@Set_SB_UpperLimitOfFeedThroatTemperature,@Set_SB_LowerLimitOfNozzle1Temperature,@Set_SB_LowerLimitOfBarrel1Temperature,@Set_SB_LowerLimitOfBarrel2Temperature,@Set_SB_LowerLimitOfBarrel3Temperature,@Set_SB_LowerLimitOfFeedThroatTemperature,@ActExtStartPos,SetRecMld,@ActExtTorque6,@ActConsumpPower,@ActInjPeakTime,@ActInjPeakPos,@ActCntCycNoReset,ActPrsXfrSpec[1],@ActContainerGood,@ActInjStartPrs,@ActFlowPeak,@ActBackFlow,@ActLockUpTime,@ActScrewRev,@ActClampOpenTime,@ActEjectTime,@ActPackEndPrs,@ActPackEndPos,@ActResidenceTime,ActStrXfr[1],ActStrCsh[1]
20:00:12,20200821,0A000,12.1,0.335,2.47,4.97,48,87.7,294038,293910,128,220,220,219.6,219.5,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.78,L99- NOM,20.15,18.5,0.337,7.74,3888006,87.4,0,-0.5,3.43,2.11,0.25,0.22,4.84,1.28,57.6,4.97,7.98,8,4.97
20:00:27,20200821,0A000,12.1,0.335,2.47,4.93,48,87.7,294039,293911,128,220,219.9,219.8,219.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.88,L99- NOM,20.15,17.4,0.337,7.74,3888007,87.3,0,-0.5,3.47,2.18,0.25,0.22,4.84,1.28,57.5,4.93,7.97,8,4.93
20:00:37,20200821,0A000,12.1,0.335,2.47,4.91,48,87.7,294040,293912,128,220,219.9,219.9,219.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,20.07,16.6,0.337,7.74,3888008,87.4,0,-0.5,3.35,2.18,0.25,0.22,4.85,1.28,57.5,4.91,7.96,8,4.91
20:00:47,20200821,0A000,12.08,0.335,2.47,4.93,48,87.8,294041,293913,128,220,219.9,220.2,220,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.83,L99- NOM,19.9,15.7,0.337,7.74,3888009,87.6,0,-0.5,3.47,2.18,0.26,0.22,4.81,1.28,57.5,4.93,8,8,4.93
20:01:03,20200821,0A000,12.08,0.335,2.48,4.92,48,87.7,294042,293914,128,220,219.9,220.3,220.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.85,L99- NOM,19.86,15.1,0.337,7.74,3888010,87.4,0,-0.5,3.47,2.22,0.25,0.22,4.82,1.28,57.5,4.92,7.93,8,4.92
20:01:13,20200821,0A000,12.09,0.335,2.48,4.93,48,87.7,294043,293915,128,220,219.9,220.4,220.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.83,L99- NOM,19.99,14.6,0.337,7.74,3888011,87.4,0,-0.5,3.43,2.22,0.26,0.22,4.83,1.28,57.5,4.93,7.94,8,4.93
20:01:28,20200821,0A000,12.09,0.335,2.48,4.83,48,87.6,294044,293916,128,220,219.9,220.6,220.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.69,14.5,0.337,7.74,3888012,87.2,0,-0.5,3.31,2.11,0.25,0.22,4.83,1.28,57.5,4.83,7.95,8,4.83
20:01:38,20200821,0A000,12.09,0.335,2.51,4.9,48,87.7,294045,293917,128,220,219.9,220.7,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.53,14.1,0.337,7.74,3888013,87.2,0,-0.5,3.35,2.18,0.25,0.22,4.82,1.29,57.5,4.9,7.92,8,4.9
20:01:48,20200821,0A000,12.08,0.335,2.47,4.95,48,87.7,294046,293918,128,220,220,220.7,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.82,L99- NOM,19.78,14.3,0.337,7.74,3888014,87.4,0,-0.5,3.39,2.18,0.25,0.22,4.82,1.28,57.5,4.95,7.95,8,4.95
20:02:04,20200821,0A000,12.1,0.335,2.46,4.93,48,87.7,294047,293919,128,220,220,220.7,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.86,L99- NOM,19.99,14.8,0.337,7.71,3888015,87.4,0,-0.4,3.39,2.11,0.25,0.22,4.84,1.29,57.6,4.93,7.97,8,4.93
20:02:14,20200821,0A000,12.07,0.335,2.46,4.86,48,87.7,294048,293920,128,220,220,220.7,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.99,14.9,0.337,7.74,3888016,87.4,0,-0.5,3.43,2.22,0.25,0.22,4.82,1.28,57.5,4.86,7.98,8,4.86
20:02:29,20200821,0A000,12.09,0.335,2.47,4.95,48,87.8,294049,293921,128,220,220.1,220.6,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,20.11,16,0.337,7.74,3888017,87.5,0,-0.4,3.5,2.26,0.25,0.22,4.83,1.28,57.5,4.95,7.95,8,4.95
20:02:39,20200821,0A000,12.08,0.335,2.46,4.94,48,87.7,294050,293922,128,220,220.1,220.4,220.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.87,L99- NOM,20.03,17.2,0.337,7.74,3888018,87.4,0,-0.4,3.5,2.18,0.25,0.22,4.82,1.28,57.5,4.94,7.98,8,4.94
20:02:49,20200821,0A000,12.11,0.335,2.47,4.92,48,87.7,294051,293923,128,220,220.1,220.3,220.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.85,L99- NOM,19.9,18.2,0.337,7.71,3888019,87.4,0,-0.4,3.43,2.15,0.25,0.22,4.85,1.28,57.4,4.92,7.95,8,4.92
20:03:05,20200821,0A000,12.1,0.335,2.47,4.91,48,87.7,294052,293924,128,220,220.1,220.1,220.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.82,L99- NOM,19.86,19.1,0.337,7.74,3888020,87.3,0,-0.5,3.39,2.22,0.25,0.22,4.83,1.28,57.5,4.91,7.97,8,4.91
20:03:15,20200821,0A000,12.08,0.335,2.47,4.89,48,87.5,294053,293925,128,220,220.1,219.9,219.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.82,L99- NOM,19.9,20.9,0.337,7.74,3888021,87.2,0,-0.5,3.5,2.26,0.25,0.22,4.82,1.28,57.5,4.89,7.96,8,4.89
20:03:25,20200821,0A000,12.11,0.335,2.48,4.9,48,87.7,294054,293926,128,220,220.1,219.8,219.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.69,21.8,0.337,7.74,3888022,87.3,0,-0.5,3.39,2.15,0.25,0.22,4.85,1.29,57.6,4.9,7.94,8,4.9
20:03:40,20200821,0A000,12.09,0.335,2.47,4.86,48,87.6,294055,293927,128,220,220.1,219.7,219.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.82,L99- NOM,19.69,21.8,0.337,7.74,3888023,87.2,0,-0.5,3.47,2.26,0.25,0.22,4.83,1.28,57.5,4.86,7.98,8,4.86
20:03:51,20200821,0A000,12.11,0.335,2.48,4.85,48,87.5,294056,293928,128,219.9,220.1,219.5,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,19.57,22.8,0.337,7.74,3888024,87.2,0,-0.5,3.43,2.26,0.25,0.22,4.85,1.28,57.5,4.85,7.96,8,4.85
20:04:01,20200821,0A000,12.11,0.335,2.46,4.93,48,87.7,294057,293929,128,220,220.1,219.4,219.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,19.86,22.9,0.337,7.74,3888025,87.4,0,-0.4,3.58,2.3,0.25,0.22,4.85,1.28,57.5,4.93,7.99,8,4.93
20:04:16,20200821,0A000,12.1,0.335,2.47,4.91,48,87.8,294058,293930,128,220.1,220.1,219.4,219.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.85,L99- NOM,19.94,21.9,0.336,7.9,3888026,87.7,0,-0.5,3.43,2.26,0.26,0.22,4.83,1.28,57.5,4.91,7.99,8,4.91
20:04:26,20200821,0A000,12.1,0.335,2.47,4.83,48,87.6,294059,293931,128,220.1,220,219.4,219.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.83,L99- NOM,19.82,21.6,0.337,7.74,3888027,87.3,0,-0.5,3.35,2.26,0.25,0.22,4.84,1.28,57.5,4.83,7.97,8,4.83
20:04:42,20200821,0A000,12.1,0.335,2.5,4.93,48,87.8,294060,293932,128,220.1,220,219.5,219.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.61,21.4,0.337,7.74,3888028,87.4,0,-0.4,3.39,2.15,0.25,0.22,4.83,1.28,57.5,4.93,7.94,8,4.93
20:04:52,20200821,0A000,12.11,0.335,2.47,4.89,48,87.9,294061,293933,128,220,220,219.6,219.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,20.03,20.4,0.337,7.74,3888029,87.6,0,-0.5,3.5,2.22,0.25,0.22,4.84,1.28,57.5,4.89,7.96,8,4.89
20:05:07,20200821,0A000,12.08,0.335,2.49,4.83,48,87.7,294062,293934,128,220,220,219.7,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.81,L99- NOM,20.07,19.5,0.337,7.74,3888030,87.4,0,-0.5,3.47,2.3,0.26,0.22,4.81,1.28,57.6,4.83,7.97,8,4.83
20:05:17,20200821,0A000,12.09,0.335,2.49,4.88,48,87.6,294063,293935,128,220,219.9,219.8,219.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.75,L99- NOM,19.86,18.7,0.337,7.74,3888031,87.3,0,-0.5,3.39,2.18,0.25,0.22,4.83,1.28,57.6,4.88,7.92,8,4.88
20:05:27,20200821,0A000,12.11,0.335,2.48,4.89,48,87.6,294064,293936,128,220,219.9,219.9,219.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,20.03,17.6,0.337,7.74,3888032,87.3,0,-0.4,3.43,2.18,0.25,0.22,4.84,1.28,57.5,4.89,7.96,8,4.89
20:05:38,20200821,0A000,12.08,0.335,2.49,4.88,48,87.7,294065,293937,128,220,219.9,220.1,219.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,20.24,16.6,0.337,7.74,3888033,87.3,0,-0.5,3.43,2.26,0.25,0.22,4.82,1.28,57.5,4.88,7.96,8,4.88
20:05:53,20200821,0A000,12.09,0.335,2.47,4.81,48,87.5,294066,293938,128,220.1,219.9,220.3,220,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.82,15.5,0.337,7.74,3888034,87.2,0,-0.5,3.43,2.26,0.25,0.22,4.83,1.28,57.6,4.81,7.95,8,4.81
20:06:03,20200821,0A000,12.1,0.335,2.48,4.85,48,87.5,294067,293939,128,220.1,219.9,220.4,220.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.73,L99- NOM,19.78,15,0.337,7.74,3888035,87.3,0,-0.4,3.5,2.22,0.25,0.22,4.83,1.28,57.6,4.85,7.96,8,4.85
20:06:19,20200821,0A000,12.09,0.335,2.48,4.88,48,87.6,294068,293940,128,220,219.9,220.6,220.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.76,L99- NOM,19.65,14.3,0.337,7.74,3888036,87.2,0,-0.5,3.35,2.18,0.25,0.22,4.83,1.28,57.6,4.88,7.95,8,4.88
20:06:29,20200821,0A000,12.1,0.335,2.49,4.83,48,87.5,294069,293941,128,220,219.9,220.7,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.65,14.1,0.337,7.74,3888037,87.1,0,-0.4,3.43,2.26,0.25,0.22,4.83,1.28,57.6,4.83,7.93,8,4.83
20:06:39,20200821,0A000,12.11,0.335,2.48,4.9,48,87.6,294070,293942,128,219.9,219.9,220.8,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.69,14.1,0.337,7.74,3888038,87.3,0,-0.5,3.43,2.18,0.25,0.22,4.85,1.29,57.5,4.9,7.95,8,4.9
20:06:54,20200821,0A000,12.11,0.335,2.48,4.96,48,87.8,294071,293943,128,220,219.9,220.8,220.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.81,L99- NOM,19.9,13.8,0.337,7.74,3888039,87.5,0,-0.5,3.54,2.33,0.25,0.22,4.85,1.28,57.6,4.96,7.97,8,4.96
20:07:04,20200821,0A000,12.11,0.335,2.47,4.87,48,87.8,294072,293944,128,220,220,220.8,221.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.87,L99- NOM,20.03,13.8,0.337,7.74,3888040,87.4,0,-0.4,3.5,2.26,0.25,0.22,4.85,1.28,57.5,4.87,7.98,8,4.87
20:07:14,20200821,0A000,12.12,0.335,2.47,4.89,48,87.7,294073,293945,128,220,220,220.9,221.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.99,14.2,0.337,7.71,3888041,87.4,0,-0.4,3.39,2.15,0.25,0.22,4.85,1.28,57.5,4.89,7.98,8,4.89
20:07:29,20200821,0A000,12.09,0.335,2.48,4.87,48,87.7,294074,293946,128,220,220,220.8,221.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.82,14.2,0.337,7.74,3888042,87.4,0,-0.5,3.39,2.22,0.25,0.22,4.83,1.29,57.5,4.87,7.97,8,4.87
20:07:39,20200821,0A000,12.09,0.335,2.49,4.83,48,87.5,294075,293947,128,220,220,220.7,221.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.44,15.4,0.337,7.74,3888043,87.3,0,-0.4,3.47,2.22,0.25,0.22,4.83,1.28,57.5,4.83,7.95,8,4.83
20:07:55,20200821,0A000,12.11,0.335,2.47,4.85,48,87.7,294076,293948,128,220,220.1,220.7,220.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.57,15.9,0.337,7.74,3888044,87.4,0,-0.5,3.31,2.15,0.25,0.22,4.84,1.28,57.5,4.85,7.96,8,4.85
20:08:05,20200821,0A000,12.1,0.335,2.47,4.87,48,87.7,294077,293949,128,220,220.1,220.6,220.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.76,L99- NOM,19.99,16.2,0.337,7.74,3888045,87.4,0,-0.5,3.47,2.26,0.25,0.22,4.83,1.28,57.6,4.87,7.98,8,4.87
20:08:15,20200821,0A000,12.11,0.335,2.47,4.97,48,87.9,294078,293950,128,220,220.1,220.4,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,20.28,17.3,0.337,7.74,3888046,87.5,0,-0.5,3.5,2.26,0.25,0.22,4.85,1.29,57.6,4.97,7.97,8,4.97
20:08:30,20200821,0A000,12.11,0.335,2.47,4.93,48,87.9,294079,293951,128,220,220.1,220.3,220.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.88,L99- NOM,20.32,17.8,0.337,7.74,3888047,87.6,0,-0.5,3.54,2.18,0.25,0.22,4.85,1.28,57.5,4.93,7.96,8,4.93
20:08:41,20200821,0A000,12.11,0.335,2.47,4.86,48,87.7,294080,293952,128,220,220.1,220.1,220.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.85,L99- NOM,20.11,19,0.337,7.74,3888048,87.4,0,-0.5,3.35,2.22,0.26,0.22,4.84,1.28,57.5,4.86,7.98,8,4.86
20:08:51,20200821,0A000,12.1,0.335,2.47,4.84,48,87.7,294081,293953,128,220.1,220.1,219.9,220.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,19.86,20.1,0.337,7.74,3888049,87.4,0,-0.5,3.47,2.3,0.25,0.22,4.84,1.29,57.5,4.84,7.97,8,4.84
20:09:06,20200821,0A000,12.1,0.335,2.46,4.89,48,87.8,294082,293954,128,220,220.1,219.8,219.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.75,L99- NOM,19.78,21.4,0.337,7.74,3888050,87.3,0,-0.4,3.5,2.26,0.25,0.22,4.84,1.28,57.6,4.89,7.98,8,4.89
20:09:16,20200821,0A000,12.08,0.335,2.47,4.88,48,87.6,294083,293955,128,220,220.1,219.6,219.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.69,22,0.337,7.71,3888051,87.4,0,-0.5,3.43,2.22,0.25,0.22,4.82,1.28,57.6,4.88,7.97,8,4.88
20:09:31,20200821,0A000,12.09,0.335,2.47,4.84,48,87.6,294084,293956,128,220,220.1,219.5,219.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.57,22.1,0.337,7.74,3888052,87.3,0,-0.4,3.5,2.3,0.25,0.22,4.82,1.28,57.5,4.84,7.96,8,4.84
20:09:42,20200821,0A000,12.1,0.335,2.48,4.89,48,87.7,294085,293957,128,220,220.1,219.3,219.2,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.76,L99- NOM,19.57,22.9,0.337,7.74,3888053,87.4,0,-0.4,3.5,2.26,0.25,0.22,4.84,1.28,57.5,4.89,7.94,8,4.89
20:09:57,20200821,0A000,12.11,0.335,2.49,4.93,48,87.9,294086,293958,128,220,220.1,219.3,219,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.8,L99- NOM,19.69,23.4,0.337,7.71,3888054,87.6,0,-0.5,3.47,2.18,0.25,0.22,4.85,1.28,57.5,4.93,7.95,8,4.93
20:10:07,20200821,0A000,12.1,0.335,2.48,4.88,48,87.7,294087,293959,128,220,220,219.2,218.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,20.11,23.2,0.337,7.74,3888055,87.4,0,-0.5,3.43,2.22,0.25,0.22,4.84,1.28,57.5,4.88,7.96,8,4.88
20:10:17,20200821,0A000,12.1,0.335,2.49,4.87,48,87.9,294088,293960,128,220,220,219.2,218.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,20.15,23.3,0.337,7.74,3888056,87.5,0,-0.4,3.39,2.22,0.25,0.22,4.84,1.28,57.5,4.87,7.95,8,4.87
20:10:28,20200821,0A000,12.1,0.335,2.49,4.86,48,87.8,294089,293961,128,220,219.9,219.3,218.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.78,L99- NOM,19.99,22.3,0.337,7.74,3888057,87.4,0,-0.5,3.43,2.15,0.25,0.22,4.84,1.29,57.5,4.86,7.95,8,4.86
20:10:43,20200821,0A000,12.08,0.335,2.49,4.92,48,87.9,294090,293962,128,220,219.9,219.4,218.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,20.07,21.1,0.337,7.74,3888058,87.5,0,-0.5,3.5,2.26,0.25,0.22,4.82,1.28,57.5,4.92,7.95,8,4.92
20:10:53,20200821,0A000,12.11,0.335,2.49,4.82,48,87.7,294091,293963,128,220,219.9,219.6,218.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.83,L99- NOM,19.82,19.9,0.337,7.74,3888059,87.3,0,-0.5,3.39,2.22,0.25,0.22,4.85,1.29,57.6,4.82,7.93,8,4.82
20:11:08,20200821,0A000,12.1,0.335,2.48,4.85,48,87.8,294092,293964,128,220,219.9,219.8,219.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.73,L99- NOM,19.61,18.7,0.337,7.74,3888060,87.4,0,-0.5,3.31,2.11,0.25,0.22,4.84,1.28,57.6,4.85,7.96,8,4.85
20:11:19,20200821,0A000,12.09,0.335,2.48,4.82,48,87.7,294093,293965,128,220,219.9,219.9,219.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.76,L99- NOM,19.9,17.5,0.337,7.74,3888061,87.5,0,-0.4,3.39,2.22,0.25,0.22,4.83,1.28,57.5,4.82,7.96,8,4.82
20:11:29,20200821,0A000,12.12,0.335,2.49,4.88,48,87.9,294094,293966,128,220,219.9,220.2,219.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,20.15,16.2,0.337,7.74,3888062,87.6,0,-0.4,3.43,2.18,0.25,0.22,4.85,1.29,57.6,4.88,7.94,8,4.88
20:11:44,20200821,0A000,12.09,0.335,2.48,4.84,48,87.7,294095,293967,128,220,219.9,220.4,219.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.74,15.3,0.337,7.74,3888063,87.4,0,-0.5,3.43,2.22,0.25,0.22,4.83,1.28,57.6,4.84,7.96,8,4.84
20:11:54,20200821,0A000,12.08,0.335,2.47,4.83,48,87.6,294096,293968,128,220,219.9,220.6,220.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.75,L99- NOM,19.74,14.9,0.337,7.74,3888064,87.3,0,-0.5,3.47,2.3,0.25,0.22,4.82,1.29,57.5,4.83,7.96,8,4.83
20:12:09,20200821,0A000,12.09,0.335,2.47,4.83,48,87.7,294097,293969,128,220,219.9,220.7,220.3,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.69,14.7,0.337,7.74,3888065,87.4,0,-0.5,3.43,2.26,0.25,0.22,4.83,1.28,57.5,4.83,7.96,8,4.83
20:12:20,20200821,0A000,12.1,0.335,2.47,4.9,48,88,294098,293970,128,220,219.9,220.8,220.6,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,20.03,14.3,0.337,7.74,3888066,87.8,0,-0.5,3.47,2.18,0.25,0.22,4.84,1.28,57.5,4.9,7.97,8,4.9
20:12:30,20200821,0A000,12.11,0.335,2.48,4.92,48,87.9,294099,293971,128,220,219.9,220.9,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.82,L99- NOM,20.28,14.1,0.337,7.74,3888067,87.5,0,-0.4,3.47,2.26,0.25,0.22,4.85,1.28,57.5,4.92,7.96,8,4.92
20:12:45,20200821,0A000,12.1,0.335,2.48,4.88,48,87.8,294100,293972,128,220,219.9,220.9,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.84,L99- NOM,19.99,14,0.337,7.74,3888068,87.5,0,-0.4,3.5,2.3,0.26,0.22,4.83,1.28,57.5,4.88,7.98,8,4.88
20:12:55,20200821,0A000,12.09,0.335,2.48,4.82,48,87.8,294101,293973,128,220,220,220.9,220.9,44.9,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,19.9,14,0.337,7.74,3888069,87.6,0,-0.5,3.39,2.22,0.26,0.22,4.82,1.28,57.5,4.82,7.96,8,4.82
20:13:06,20200821,0A000,12.08,0.335,2.47,4.86,48,87.7,294102,293974,128,220,220,220.9,221,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.73,L99- NOM,19.74,14.1,0.337,7.74,3888070,87.4,0,-0.5,3.43,2.26,0.25,0.22,4.82,1.29,57.6,4.86,7.95,8,4.86
20:13:21,20200821,0A000,12.08,0.335,2.48,4.9,48,87.8,294103,293975,128,220,220.1,220.8,221.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,19.74,14.7,0.337,7.74,3888071,87.4,0,-0.5,3.43,2.22,0.25,0.22,4.82,1.28,57.5,4.9,7.93,8,4.9
20:13:31,20200821,0A000,12.09,0.335,2.48,4.83,48,87.7,294104,293976,128,220,220.1,220.8,221,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.81,L99- NOM,19.86,15.1,0.337,7.74,3888072,87.5,0,-0.5,3.43,2.22,0.25,0.22,4.83,1.28,57.5,4.83,7.93,8,4.83
20:13:46,20200821,0A000,12.12,0.335,2.47,4.81,48,87.7,294105,293977,128,220,220.1,220.7,220.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.74,L99- NOM,19.69,15.7,0.337,7.71,3888073,87.4,0,-0.5,3.39,2.26,0.25,0.22,4.85,1.28,57.5,4.81,7.97,8,4.81
20:13:57,20200821,0A000,12.1,0.335,2.46,4.89,48,87.8,294106,293978,128,220,220.1,220.6,220.8,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.73,L99- NOM,19.86,16.5,0.337,7.74,3888074,87.4,0,-0.5,3.58,2.33,0.25,0.22,4.84,1.28,57.5,4.89,7.99,8,4.89
20:14:07,20200821,0A000,12.11,0.335,2.47,4.84,48,87.6,294107,293979,128,220,220.1,220.4,220.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.81,L99- NOM,19.57,17.3,0.337,7.74,3888075,87.3,0,-0.5,3.5,2.26,0.25,0.22,4.85,1.28,57.5,4.84,7.98,8,4.84
20:14:22,20200821,0A000,12.08,0.335,2.46,4.8,48,87.6,294108,293980,128,220,220.1,220.3,220.6,44.9,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.75,L99- NOM,19.44,18.6,0.337,7.74,3888076,87.4,0,-0.5,3.39,2.18,0.25,0.22,4.81,1.28,57.6,4.8,8,8,4.8
20:14:32,20200821,0A000,12.09,0.335,2.48,4.84,48,87.8,294109,293981,128,220,220.1,220.1,220.4,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.72,L99- NOM,19.78,19.1,0.337,7.74,3888077,87.5,0,-0.5,3.43,2.22,0.25,0.22,4.84,1.28,57.5,4.84,7.93,8,4.84
20:14:42,20200821,0A000,12.11,0.335,2.51,4.91,48,87.8,294110,293982,128,220,220.1,219.9,220.1,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.75,L99- NOM,19.48,20.3,0.337,7.74,3888078,87.5,0,-0.4,3.35,2.15,0.25,0.22,4.84,1.28,57.5,4.91,7.93,8,4.91
20:14:58,20200821,0A000,12.11,0.335,2.48,4.89,48,87.8,294111,293983,128,220,220.1,219.8,219.9,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.82,L99- NOM,19.9,21,0.337,7.74,3888079,87.5,0,-0.6,3.39,2.22,0.25,0.22,4.85,1.28,57.6,4.89,7.97,8,4.89
20:15:08,20200821,0A000,12.1,0.335,2.47,4.86,48,87.7,294112,293984,128,220,220.1,219.6,219.7,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.79,L99- NOM,20.11,21.9,0.337,7.74,3888080,87.4,0,-0.5,3.31,2.15,0.25,0.22,4.84,1.28,57.5,4.86,7.96,8,4.86
20:15:18,20200821,0A000,12.11,0.335,2.48,4.95,48,87.9,294113,293985,128,220,220.1,219.5,219.5,45,220,220,220,220,45,10,10,10,10,10,10,10,10,10,10,4.77,L99- NOM,20.07,22.9,0.337,7.74,3888081,87.5,0,-0.4,3.5,2.22,0.25,0.22,4.85,1.28,57.5,4.95,7.96,8,4.95
